data,precipitacao_mean,pressao_atm_mean,temperatura_ar_mean,umidade_rel_mean,faixa_temperatura,pm10_mean,so2_mean,no2_mean,o3_mean,co_mean,IQAr,qualidade_do_ar,volume_internacoes,volume_mortes
2023-06-16,4.1,1009.57,14.54,94.17,Frio (<15°C),,5.03,6.98,28.47,0.3,18.0,Boa,0,0
2023-06-17,0.0,1017.63,13.22,78.12,Frio (<15°C),,5.48,7.01,19.27,0.63,12.0,Boa,0,0
2023-06-18,0.0,1019.01,10.9,79.88,Frio (<15°C),,5.58,7.29,15.5,1.03,14.0,Boa,3,1
2023-06-19,0.01,1018.37,11.34,78.75,Frio (<15°C),,5.35,13.9,10.78,1.34,11.0,Boa,0,0
2023-06-20,0.0,1015.19,13.8,82.71,Frio (<15°C),,6.59,19.06,7.22,1.51,8.0,Boa,0,0
2023-06-21,0.28,1011.35,14.63,90.04,Frio (<15°C),,31.04,19.31,5.05,1.67,31.0,Boa,0,0
2023-06-22,0.01,1008.71,16.37,88.71,Ameno (15-22°C),,3.43,6.98,12.75,0.38,7.0,Boa,0,0
2023-06-23,0.16,1007.34,17.09,91.46,Ameno (15-22°C),,3.48,13.45,9.65,1.26,10.0,Boa,0,0
2023-06-24,0.0,1006.6,20.12,84.12,Ameno (15-22°C),,4.7,12.52,13.46,1.63,12.0,Boa,0,0
2023-06-25,0.06,1008.95,19.92,86.46,Ameno (15-22°C),,3.84,10.78,15.15,1.21,14.0,Boa,3,1
2023-06-26,0.0,1009.44,21.73,77.79,Ameno (15-22°C),,3.68,13.79,21.09,0.83,15.0,Boa,0,0
2023-06-27,0.0,1008.11,22.64,63.71,Quente (22-28°C),,5.3,18.92,33.64,0.87,23.0,Boa,0,0
2023-06-28,0.16,1012.58,17.5,77.83,Ameno (15-22°C),,3.82,10.85,24.33,0.5,12.0,Boa,0,0
2023-06-29,0.0,1020.7,11.97,78.17,Frio (<15°C),,3.68,9.83,16.68,0.73,14.0,Boa,3,1
2023-06-30,0.0,1018.08,14.54,78.42,Frio (<15°C),,5.39,11.75,15.1,0.68,8.0,Boa,0,0
2023-07-01,0.01,1016.14,14.65,91.25,Frio (<15°C),,3.62,8.4,10.03,1.19,9.0,Boa,9,1
2023-07-02,0.0,1014.7,16.19,90.04,Ameno (15-22°C),,3.74,4.5,15.39,1.05,13.0,Boa,0,0
2023-07-03,0.0,1014.53,17.98,80.5,Ameno (15-22°C),,3.67,10.64,12.83,0.78,12.0,Boa,0,0
2023-07-04,0.0,1013.52,18.36,75.79,Ameno (15-22°C),,3.9,15.53,16.15,1.33,15.0,Boa,0,0
2023-07-05,0.0,1012.02,17.13,73.42,Ameno (15-22°C),,5.43,17.27,14.45,1.09,8.0,Boa,0,0
2023-07-06,0.01,1008.09,18.15,77.0,Ameno (15-22°C),,4.99,15.44,29.3,1.12,22.0,Boa,0,0
2023-07-07,1.46,1008.42,16.79,94.83,Ameno (15-22°C),,3.13,8.03,32.16,0.42,17.0,Boa,0,0
2023-07-08,0.41,1008.66,16.57,88.46,Ameno (15-22°C),,3.05,2.23,48.14,0.36,22.0,Boa,0,0
2023-07-09,0.0,1010.09,17.15,83.17,Ameno (15-22°C),,3.19,5.99,24.72,0.66,17.0,Boa,0,0
2023-07-10,0.0,1009.7,16.34,87.71,Ameno (15-22°C),,3.43,9.28,18.88,0.65,13.0,Boa,0,0
2023-07-11,0.08,1011.14,15.69,84.17,Ameno (15-22°C),,3.1,2.83,36.68,0.27,16.0,Boa,3,1
2023-07-12,2.34,1000.04,16.34,95.54,Ameno (15-22°C),,3.24,4.32,36.92,0.38,19.0,Boa,0,0
2023-07-13,1.35,1000.85,12.99,88.08,Frio (<15°C),,6.72,5.43,34.97,0.15,18.0,Boa,0,0
2023-07-14,0.12,1016.22,10.48,78.33,Frio (<15°C),,3.49,7.16,32.22,0.43,18.0,Boa,0,0
2023-07-15,0.0,1014.62,10.64,80.29,Frio (<15°C),,3.62,9.86,19.52,0.99,16.0,Boa,0,0
2023-07-16,0.0,1013.29,12.22,82.5,Frio (<15°C),,4.21,5.75,20.68,0.76,15.0,Boa,0,0
2023-07-17,0.0,1017.35,10.31,72.33,Frio (<15°C),,3.55,6.56,20.34,0.69,16.0,Boa,2,1
2023-07-18,0.0,1023.43,9.32,76.5,Frio (<15°C),,3.68,9.53,19.31,0.9,15.0,Boa,0,0
2023-07-19,0.0,1025.81,11.52,71.08,Frio (<15°C),,3.54,6.63,23.98,0.66,17.0,Boa,0,0
2023-07-20,0.17,1019.94,17.26,72.25,Ameno (15-22°C),,3.51,9.71,20.95,0.66,13.0,Boa,0,0
2023-07-21,0.26,1015.25,20.31,77.08,Ameno (15-22°C),,3.66,11.89,21.93,1.0,15.0,Boa,0,0
2023-07-22,0.0,1011.58,21.56,67.46,Ameno (15-22°C),,3.66,12.11,20.64,1.13,15.0,Boa,0,0
2023-07-23,0.0,1013.43,21.4,69.04,Ameno (15-22°C),,13.44,4.42,32.15,0.38,13.0,Boa,6,1
2023-07-24,0.01,1016.62,16.56,87.12,Ameno (15-22°C),,3.46,2.91,30.7,0.3,14.0,Boa,0,0
2023-07-25,1.34,1011.14,16.62,96.08,Ameno (15-22°C),,3.82,12.8,16.76,0.67,11.0,Boa,0,0
2023-07-26,0.01,1008.1,18.15,87.25,Ameno (15-22°C),,4.06,7.32,18.95,0.49,12.0,Boa,8,1
2023-07-27,0.0,1016.84,13.59,76.67,Frio (<15°C),,3.9,6.18,28.29,0.43,17.0,Boa,0,0
2023-07-28,1.22,1019.45,12.56,83.33,Frio (<15°C),,3.63,5.18,31.09,0.34,15.0,Boa,0,0
2023-07-29,0.0,1020.94,11.73,80.46,Frio (<15°C),,3.55,6.39,24.83,0.58,17.0,Boa,0,0
2023-07-30,0.0,1016.42,14.0,79.29,Frio (<15°C),,4.62,10.57,20.68,1.19,17.0,Boa,0,0
2023-07-31,0.0,1016.38,16.76,80.04,Ameno (15-22°C),,4.1,10.87,20.0,0.85,14.0,Boa,7,1
2023-08-01,0.0,1014.3,18.69,78.58,Ameno (15-22°C),,4.37,14.89,20.17,1.05,17.0,Boa,11,1
2023-08-02,0.0,1011.26,20.18,80.33,Ameno (15-22°C),,6.7,16.14,20.24,1.5,17.0,Boa,0,0
2023-08-03,0.01,1014.16,17.16,83.5,Ameno (15-22°C),,3.84,6.49,26.51,0.33,14.0,Boa,0,0
2023-08-04,0.0,1011.59,18.09,81.96,Ameno (15-22°C),,4.44,12.03,22.36,0.74,13.0,Boa,0,0
2023-08-05,0.0,1014.06,17.41,87.04,Ameno (15-22°C),,3.69,2.92,26.46,0.34,12.0,Boa,0,0
2023-08-06,0.0,1008.47,21.8,71.38,Ameno (15-22°C),,4.2,8.21,25.45,0.94,17.0,Boa,0,0
2023-08-07,0.45,1013.8,16.35,81.71,Ameno (15-22°C),,4.01,8.19,25.36,0.4,12.0,Boa,0,0
2023-08-08,0.0,1021.54,15.51,67.79,Ameno (15-22°C),,3.79,4.01,32.54,0.34,16.0,Boa,0,0
2023-08-09,0.66,1014.52,15.88,82.67,Ameno (15-22°C),,3.86,8.26,22.77,0.5,14.0,Boa,0,0
2023-08-10,0.19,1007.73,19.92,81.88,Ameno (15-22°C),,3.76,8.26,23.47,0.53,13.0,Boa,5,1
2023-08-11,1.29,1005.71,20.24,81.71,Ameno (15-22°C),,5.24,8.08,26.46,0.43,14.0,Boa,7,2
2023-08-12,0.0,1015.76,15.03,53.38,Ameno (15-22°C),,3.85,3.46,30.16,0.31,14.0,Boa,4,1
2023-08-13,0.0,1019.8,10.67,54.0,Frio (<15°C),,4.27,5.76,22.24,0.41,14.0,Boa,0,0
2023-08-14,0.0,1015.88,12.88,70.17,Frio (<15°C),,5.62,15.25,17.61,0.76,13.0,Boa,0,0
2023-08-15,0.0,1012.45,16.9,73.08,Ameno (15-22°C),,4.22,12.35,17.67,0.63,12.0,Boa,0,0
2023-08-16,0.0,1010.17,20.6,66.83,Ameno (15-22°C),,5.03,18.36,18.38,1.09,15.0,Boa,0,0
2023-08-17,0.0,1005.23,23.86,67.29,Quente (22-28°C),,9.61,15.81,17.78,0.86,12.0,Boa,0,0
2023-08-18,0.22,1000.99,18.39,86.83,Ameno (15-22°C),,4.74,7.47,19.93,0.51,10.0,Boa,0,0
2023-08-19,0.06,1005.31,15.12,61.38,Ameno (15-22°C),,6.69,6.24,18.21,0.45,9.0,Boa,0,0
2023-08-20,0.0,1003.78,16.07,73.0,Ameno (15-22°C),,5.45,8.18,14.1,0.79,8.0,Boa,0,0
2023-08-21,0.0,1004.22,17.95,79.21,Ameno (15-22°C),,4.85,8.75,15.27,0.52,9.0,Boa,12,1
2023-08-22,0.02,995.2,23.47,69.25,Quente (22-28°C),,7.88,9.6,31.24,0.63,22.0,Boa,0,0
2023-08-23,0.27,997.24,17.34,90.58,Ameno (15-22°C),,4.33,4.54,33.47,0.36,16.0,Boa,2,1
2023-08-24,0.03,1006.37,15.11,75.96,Ameno (15-22°C),,3.95,3.95,38.49,0.29,20.0,Boa,0,0
2023-08-25,0.0,1012.56,11.8,67.88,Frio (<15°C),,4.31,10.11,28.42,0.71,23.0,Boa,0,0
2023-08-26,0.0,1016.78,10.74,65.42,Frio (<15°C),,4.98,7.57,30.87,0.52,22.0,Boa,0,0
2023-08-27,0.0,1020.35,9.58,69.17,Frio (<15°C),,4.57,4.9,31.51,0.54,22.0,Boa,0,0
2023-08-28,0.0,1019.48,10.61,71.92,Frio (<15°C),,4.04,5.73,23.41,0.51,15.0,Boa,3,1
2023-08-29,0.0,1016.15,14.45,72.0,Frio (<15°C),,4.17,7.81,20.79,0.49,18.0,Boa,0,0
2023-08-30,0.0,1011.02,17.68,69.54,Ameno (15-22°C),,5.01,11.13,22.93,0.83,21.0,Boa,0,0
2023-08-31,0.0,1012.09,18.06,74.29,Ameno (15-22°C),,5.17,8.74,27.7,0.7,23.0,Boa,0,0
2023-09-01,0.03,1010.08,18.87,78.0,Ameno (15-22°C),,4.77,9.0,31.83,0.62,19.0,Boa,0,0
2023-09-02,0.01,1004.18,21.2,75.21,Ameno (15-22°C),,5.78,9.64,23.69,0.9,18.0,Boa,0,0
2023-09-03,1.03,1004.08,18.93,92.33,Ameno (15-22°C),,4.15,7.08,8.72,0.89,7.0,Boa,0,0
2023-09-04,2.89,1001.56,17.9,96.38,Ameno (15-22°C),,4.08,7.35,21.36,0.55,14.0,Boa,0,0
2023-09-05,0.08,1017.64,13.38,80.21,Frio (<15°C),,4.11,1.32,36.76,0.13,16.0,Boa,5,1
2023-09-06,0.0,1019.52,15.09,76.67,Ameno (15-22°C),,4.09,2.41,38.75,0.39,18.0,Boa,0,0
2023-09-07,0.1,1009.6,17.93,80.12,Ameno (15-22°C),,4.08,4.06,21.39,0.48,13.0,Boa,0,0
2023-09-08,1.08,1007.7,18.94,88.71,Ameno (15-22°C),,4.22,5.67,23.89,0.45,12.0,Boa,0,0
2023-09-09,0.37,1011.95,15.13,89.96,Ameno (15-22°C),,4.08,1.83,27.49,0.23,12.0,Boa,3,1
2023-09-10,0.0,1011.26,18.99,81.12,Ameno (15-22°C),,4.19,2.45,24.54,0.38,14.0,Boa,4,1
2023-09-11,0.0,1004.27,25.27,69.04,Quente (22-28°C),,4.3,12.13,24.11,0.91,23.0,Boa,0,0
2023-09-12,0.74,1008.66,17.18,89.83,Ameno (15-22°C),,4.29,4.83,30.62,0.49,17.0,Boa,0,0
2023-09-13,2.78,1005.14,14.11,95.62,Frio (<15°C),,4.33,3.05,38.66,0.3,16.0,Boa,0,0
2023-09-14,0.83,1012.96,12.4,83.71,Frio (<15°C),,4.34,5.98,31.37,0.37,18.0,Boa,4,1
2023-09-15,0.01,1013.11,14.0,72.17,Frio (<15°C),,5.36,8.88,19.95,0.74,18.0,Boa,0,0
2023-09-16,0.0,1005.34,19.52,62.5,Ameno (15-22°C),,11.38,10.91,19.77,0.95,20.0,Boa,0,0
2023-09-17,0.0,1003.88,24.85,61.58,Quente (22-28°C),,6.6,7.99,27.18,0.92,25.0,Boa,0,0
2023-09-18,0.67,1006.03,22.04,79.04,Quente (22-28°C),,4.6,7.27,35.45,0.45,22.0,Boa,0,0
2023-09-19,0.33,1009.81,19.51,91.54,Ameno (15-22°C),,6.08,5.36,31.9,0.6,19.0,Boa,0,0
2023-09-20,0.0,1009.85,22.22,84.88,Quente (22-28°C),,3.99,1.42,30.86,0.59,22.0,Boa,0,0
2023-09-21,0.0,1006.27,22.65,83.71,Quente (22-28°C),,4.13,6.92,29.27,0.73,18.0,Boa,0,0
2023-09-22,1.61,1006.2,20.24,90.75,Ameno (15-22°C),,4.28,6.5,30.8,0.56,16.0,Boa,0,0
2023-09-23,0.92,1004.68,19.63,94.21,Ameno (15-22°C),,3.6,3.57,30.96,0.68,17.0,Boa,0,0
2023-09-24,0.38,1005.33,18.76,91.79,Ameno (15-22°C),,3.61,2.56,19.7,0.64,13.0,Boa,6,1
2023-09-25,0.33,1008.5,16.08,90.92,Ameno (15-22°C),,3.52,1.9,31.61,0.35,13.0,Boa,0,0
2023-09-26,2.01,1001.84,15.85,95.5,Ameno (15-22°C),,3.67,1.49,39.66,0.48,17.0,Boa,0,0
2023-09-27,0.27,1008.06,15.34,85.25,Ameno (15-22°C),,3.67,1.93,38.45,0.3,18.0,Boa,0,0
2023-09-28,0.0,1013.65,16.24,77.67,Ameno (15-22°C),,3.69,5.21,26.41,0.55,20.0,Boa,0,0
2023-09-29,0.0,1011.97,19.53,74.54,Ameno (15-22°C),,3.75,5.69,26.6,0.54,18.0,Boa,0,0
2023-09-30,0.0,1011.72,17.79,81.96,Ameno (15-22°C),,3.72,3.95,23.45,0.55,16.0,Boa,0,0
2023-10-01,0.0,1011.08,15.98,70.96,Ameno (15-22°C),,3.99,1.31,39.62,0.41,18.0,Boa,0,0
2023-10-02,0.0,1008.74,14.76,69.5,Frio (<15°C),,3.71,3.75,29.51,0.47,18.0,Boa,0,0
2023-10-03,0.0,1004.25,17.34,69.75,Ameno (15-22°C),,3.86,5.34,26.6,0.56,18.0,Boa,7,1
2023-10-04,0.49,1001.19,17.51,91.42,Ameno (15-22°C),,4.02,6.53,24.69,0.57,13.0,Boa,4,1
2023-10-05,0.01,1005.15,17.48,72.62,Ameno (15-22°C),,3.93,2.91,35.43,0.45,21.0,Boa,0,0
2023-10-06,0.01,1005.33,18.98,79.21,Ameno (15-22°C),,3.48,3.98,24.27,0.65,15.0,Boa,0,0
2023-10-07,0.25,1008.77,18.88,89.83,Ameno (15-22°C),,3.27,1.37,28.31,0.39,14.0,Boa,0,0
2023-10-08,0.12,1011.52,17.3,87.21,Ameno (15-22°C),,3.35,0.85,27.36,0.38,13.0,Boa,0,0
2023-10-09,0.06,1012.89,18.38,80.08,Ameno (15-22°C),,3.36,2.78,36.01,0.38,16.0,Boa,0,0
2023-10-10,0.0,1009.87,20.21,73.09,Ameno (15-22°C),,3.62,4.92,23.0,0.52,16.0,Boa,0,0
2023-10-11,0.79,1005.82,18.98,86.33,Ameno (15-22°C),,3.97,8.15,13.97,0.6,9.0,Boa,0,0
2023-10-12,0.34,1011.67,14.55,81.67,Frio (<15°C),,3.52,2.79,22.85,0.38,10.0,Boa,0,0
2023-10-13,0.0,1016.83,15.09,72.58,Ameno (15-22°C),,3.8,4.82,20.15,0.4,10.0,Boa,0,0
2023-10-14,0.0,1016.54,17.16,72.67,Ameno (15-22°C),,3.72,5.17,14.74,0.51,11.0,Boa,0,0
2023-10-15,0.0,1012.74,20.3,70.61,Ameno (15-22°C),,3.46,3.36,18.53,0.42,10.0,Boa,0,0
2023-10-16,2.0,1006.79,19.41,91.91,Ameno (15-22°C),,3.46,8.9,12.38,0.75,8.0,Boa,0,0
2023-10-17,0.0,1009.09,18.65,86.5,Ameno (15-22°C),,3.76,11.27,9.39,0.67,8.0,Boa,8,1
2023-10-18,0.0,1015.61,16.59,72.29,Ameno (15-22°C),,5.11,4.72,22.06,0.4,12.0,Boa,6,1
2023-10-19,0.0,1014.7,17.93,69.21,Ameno (15-22°C),,4.41,3.72,32.31,0.2,16.0,Boa,0,0
2023-10-20,0.0,1012.48,19.54,73.42,Ameno (15-22°C),,4.55,5.89,33.65,0.45,20.0,Boa,0,0
2023-10-21,0.0,1011.38,20.42,79.67,Ameno (15-22°C),,4.7,5.41,34.44,0.52,23.0,Boa,0,0
2023-10-22,0.45,1008.76,21.48,80.29,Ameno (15-22°C),,5.07,4.88,33.85,0.69,22.0,Boa,3,1
2023-10-23,0.02,1005.69,20.76,90.88,Ameno (15-22°C),,5.25,9.92,21.01,0.83,15.0,Boa,0,0
2023-10-24,0.01,1003.58,21.76,85.54,Ameno (15-22°C),,4.88,7.14,37.59,0.6,24.0,Boa,0,0
2023-10-25,0.0,1005.83,19.05,71.79,Ameno (15-22°C),,4.61,5.97,42.28,0.4,23.0,Boa,5,1
2023-10-26,0.0,1005.45,18.29,69.04,Ameno (15-22°C),,4.44,5.11,43.93,0.31,24.0,Boa,0,0
2023-10-27,0.0,1002.69,20.3,70.0,Ameno (15-22°C),,4.96,7.7,41.07,0.52,26.0,Boa,2,1
2023-10-28,0.0,998.35,23.35,73.71,Quente (22-28°C),,8.98,10.41,35.5,0.84,26.0,Boa,0,0
2023-10-29,0.0,998.17,25.28,72.58,Quente (22-28°C),,6.44,6.13,55.82,0.71,34.0,Boa,0,0
2023-10-30,0.07,1002.73,22.05,83.83,Quente (22-28°C),,5.6,8.88,40.17,0.74,27.0,Boa,0,0
2023-10-31,0.05,1007.74,20.52,83.29,Ameno (15-22°C),,4.64,3.4,42.51,0.36,24.0,Boa,0,0
2023-11-01,0.0,1009.44,19.81,80.65,Ameno (15-22°C),,4.34,2.74,44.54,0.3,20.0,Boa,0,0
2023-11-02,1.26,1005.63,18.51,88.0,Ameno (15-22°C),,4.45,2.21,43.52,0.44,19.0,Boa,0,0
2023-11-03,1.43,998.88,18.64,86.92,Ameno (15-22°C),,5.07,6.91,22.28,0.51,15.0,Boa,0,0
2023-11-04,0.01,1006.72,16.43,66.79,Ameno (15-22°C),,5.16,4.29,38.84,0.34,18.0,Boa,0,0
2023-11-05,0.0,1011.67,17.7,68.25,Ameno (15-22°C),,4.99,4.72,38.25,0.55,24.0,Boa,0,0
2023-11-06,0.0,1011.81,20.29,70.75,Ameno (15-22°C),,4.75,4.69,45.28,0.43,25.0,Boa,0,0
2023-11-07,0.0,1007.6,22.91,64.83,Quente (22-28°C),,5.67,8.41,44.78,0.61,34.0,Boa,0,0
2023-11-08,0.0,1005.07,23.51,71.25,Quente (22-28°C),,10.64,11.86,44.09,0.95,31.0,Boa,0,0
2023-11-09,0.02,1008.62,20.52,79.96,Ameno (15-22°C),,5.1,5.89,46.62,0.5,22.0,Boa,0,0
2023-11-10,0.0,1006.63,21.82,76.25,Ameno (15-22°C),,4.59,3.95,46.7,0.48,26.0,Boa,0,0
2023-11-11,2.43,999.85,22.26,87.88,Quente (22-28°C),,5.1,4.82,48.18,0.69,26.0,Boa,0,0
2023-11-12,2.89,1002.87,20.88,94.5,Ameno (15-22°C),,5.11,4.32,56.74,0.66,27.0,Boa,1,1
2023-11-13,0.79,1003.33,21.81,90.91,Ameno (15-22°C),,5.33,8.65,50.73,0.82,24.0,Boa,0,0
2023-11-14,0.0,1004.04,21.94,89.0,Ameno (15-22°C),,6.0,9.66,35.25,0.82,20.0,Boa,4,1
2023-11-15,1.07,1000.65,21.8,91.21,Ameno (15-22°C),,5.41,6.1,41.61,0.84,18.0,Boa,5,2
2023-11-16,0.0,999.25,22.89,86.0,Quente (22-28°C),,4.53,8.8,33.2,0.9,18.0,Boa,7,1
2023-11-17,0.73,997.76,21.58,88.38,Ameno (15-22°C),,3.87,6.93,51.71,0.5,22.0,Boa,0,0
2023-11-18,1.7,998.42,21.25,88.88,Ameno (15-22°C),,7.16,7.55,68.74,0.48,34.0,Boa,0,0
2023-11-19,0.0,1008.79,20.71,67.33,Ameno (15-22°C),,4.41,4.47,52.14,0.22,26.0,Boa,0,0
2023-11-20,0.0,1008.29,21.43,56.88,Ameno (15-22°C),,3.87,9.05,38.47,0.32,27.0,Boa,0,0
2023-11-21,0.0,1002.62,25.34,64.26,Quente (22-28°C),,5.64,10.86,55.88,0.47,44.0,Moderada,0,0
2023-11-22,0.82,1002.28,21.56,82.54,Ameno (15-22°C),,4.08,6.4,47.88,0.29,30.0,Boa,0,0
2023-11-23,0.0,1010.2,21.64,73.0,Ameno (15-22°C),,4.64,4.46,44.87,0.27,23.0,Boa,0,0
2023-11-24,0.0,1016.18,20.53,67.23,Ameno (15-22°C),,7.87,7.8,38.95,0.26,27.0,Boa,0,0
2023-11-25,0.0,1014.4,19.39,66.79,Ameno (15-22°C),,5.55,4.08,37.92,0.3,20.0,Boa,0,0
2023-11-26,0.0,1010.08,22.79,68.0,Quente (22-28°C),,5.65,3.99,39.23,0.3,25.0,Boa,0,0
2023-11-27,0.0,1009.25,24.49,71.36,Quente (22-28°C),,5.61,6.4,38.09,0.32,26.0,Boa,0,0
2023-11-28,1.26,1006.93,20.96,92.17,Ameno (15-22°C),,5.4,4.09,33.2,0.32,18.0,Boa,0,0
2023-11-29,0.02,1003.45,23.33,80.91,Quente (22-28°C),,5.19,3.79,46.69,0.3,23.0,Boa,5,1
2023-11-30,0.0,1004.8,23.78,81.92,Quente (22-28°C),,5.64,5.44,41.88,0.35,28.0,Boa,0,0
2023-12-01,0.0,1003.61,26.14,75.71,Quente (22-28°C),,5.49,4.69,43.88,0.3,30.0,Boa,0,0
2023-12-02,0.53,1002.98,25.14,83.21,Quente (22-28°C),,5.71,5.59,40.92,0.4,29.0,Boa,0,0
2023-12-03,0.18,1005.73,23.58,80.29,Quente (22-28°C),,5.71,2.44,51.81,0.35,29.0,Boa,0,0
2023-12-04,0.17,1012.15,19.32,90.79,Ameno (15-22°C),,5.12,2.29,43.34,0.22,22.0,Boa,0,0
2023-12-05,0.0,1011.96,21.11,80.83,Ameno (15-22°C),,5.24,2.78,35.53,0.27,16.0,Boa,0,0
2023-12-06,0.19,1004.55,24.38,83.54,Quente (22-28°C),,6.26,9.9,27.36,0.51,16.0,Boa,0,0
2023-12-07,0.05,1003.47,23.7,86.17,Quente (22-28°C),,5.87,6.31,29.88,0.32,16.0,Boa,0,0
2023-12-08,0.0,1012.41,20.61,69.54,Ameno (15-22°C),,5.33,3.07,37.05,0.18,18.0,Boa,0,0
2023-12-09,0.0,1011.76,20.4,71.92,Ameno (15-22°C),,5.61,4.21,26.8,0.23,16.0,Boa,0,0
2023-12-10,0.0,1007.31,22.23,76.17,Quente (22-28°C),,5.72,3.6,28.77,0.27,16.0,Boa,0,0
2023-12-11,0.0,1007.86,23.08,74.96,Quente (22-28°C),,5.47,3.08,36.55,0.24,21.0,Boa,0,0
2023-12-12,0.0,1008.56,24.97,68.12,Quente (22-28°C),,5.74,5.97,36.81,0.27,24.0,Boa,0,0
2023-12-13,0.0,1004.17,27.52,65.62,Quente (22-28°C),,11.97,9.92,38.88,0.38,29.0,Boa,0,0
2023-12-14,0.0,1002.38,28.11,71.71,Muito Quente (>28°C),,8.26,8.9,49.48,0.37,32.0,Boa,0,0
2023-12-15,0.38,1004.67,27.86,74.13,Quente (22-28°C),,7.36,7.88,66.61,0.4,68.0,Moderada,2,1
2023-12-16,0.01,1004.84,28.36,73.42,Muito Quente (>28°C),,8.22,8.74,65.85,0.46,68.0,Moderada,0,0
2023-12-17,0.0,1002.3,30.98,63.88,Muito Quente (>28°C),,7.49,5.77,44.08,0.31,31.0,Boa,0,0
2023-12-18,0.25,1002.38,28.78,77.79,Muito Quente (>28°C),,6.1,4.9,52.95,0.22,39.0,Boa,0,0
2023-12-19,0.03,1004.17,24.18,87.96,Quente (22-28°C),,5.56,3.21,28.46,0.25,20.0,Boa,0,0
2023-12-20,0.01,1006.52,24.29,81.57,Quente (22-28°C),,6.42,2.61,20.33,0.32,11.0,Boa,0,0
2023-12-21,0.0,1005.66,27.08,68.87,Quente (22-28°C),,5.16,5.16,35.18,0.33,29.0,Boa,0,0
2023-12-22,0.12,1005.44,26.43,76.91,Quente (22-28°C),,4.8,4.6,33.52,0.3,24.0,Boa,0,0
2023-12-23,0.01,1004.88,25.82,77.46,Quente (22-28°C),,4.53,4.63,41.33,0.3,27.0,Boa,0,0
2023-12-24,0.0,1006.14,25.56,75.39,Quente (22-28°C),,4.31,4.28,30.54,0.34,16.0,Boa,0,0
2023-12-25,0.42,1002.83,23.92,79.96,Quente (22-28°C),,4.22,7.05,32.59,0.32,18.0,Boa,0,0
2023-12-26,0.0,1009.27,21.52,63.5,Ameno (15-22°C),,4.0,2.91,37.62,0.19,17.0,Boa,0,0
2023-12-27,0.0,1010.63,22.19,66.78,Quente (22-28°C),,4.37,1.64,28.31,0.27,18.0,Boa,0,0
2023-12-28,0.0,1003.62,26.97,58.46,Quente (22-28°C),,10.28,2.52,41.52,0.35,26.0,Boa,0,0
2023-12-29,1.43,1001.86,24.07,79.09,Quente (22-28°C),,5.77,2.57,42.25,0.38,22.0,Boa,0,0
2023-12-30,0.0,1010.96,21.27,64.39,Ameno (15-22°C),,4.46,2.55,35.66,0.32,18.0,Boa,0,0
2023-12-31,0.0,1011.21,20.78,62.42,Ameno (15-22°C),,4.69,2.58,33.51,0.37,17.0,Boa,0,0
2024-01-01,0.0,1007.65,23.75,70.79,Quente (22-28°C),,4.74,2.52,33.42,0.37,20.0,Boa,0,0
2024-01-02,1.57,1005.45,23.27,82.5,Quente (22-28°C),,3.85,1.6,30.43,0.4,19.0,Boa,0,0
2024-01-03,0.0,1007.46,22.76,79.92,Quente (22-28°C),,2.92,1.68,27.71,0.3,15.0,Boa,0,0
2024-01-04,0.0,1008.97,22.85,79.67,Quente (22-28°C),,4.55,2.58,27.73,0.3,15.0,Boa,0,0
2024-01-05,0.0,1007.73,24.27,75.62,Quente (22-28°C),,4.73,2.58,30.43,0.35,16.0,Boa,0,0
2024-01-06,0.0,1004.8,25.93,71.29,Quente (22-28°C),,4.75,2.57,31.25,0.28,21.0,Boa,1,1
2024-01-07,0.33,1001.81,27.85,72.7,Quente (22-28°C),,6.19,2.56,39.07,0.33,25.0,Boa,0,0
2024-01-08,0.0,1001.7,27.52,71.61,Quente (22-28°C),,5.0,2.55,46.17,0.38,29.0,Boa,0,0
2024-01-09,0.0,1005.76,26.14,76.08,Quente (22-28°C),,4.46,1.96,43.24,0.36,24.0,Boa,0,0
2024-01-10,0.0,1004.52,27.71,71.21,Quente (22-28°C),,5.61,1.55,47.6,0.39,31.0,Boa,0,0
2024-01-11,1.18,1005.35,24.16,86.96,Quente (22-28°C),,4.69,1.53,38.44,0.35,22.0,Boa,3,1
2024-01-12,0.0,1008.89,23.42,75.0,Quente (22-28°C),,4.53,1.52,30.83,0.35,17.0,Boa,2,1
2024-01-13,0.0,1009.01,23.49,67.61,Quente (22-28°C),,4.42,1.49,31.18,0.33,18.0,Boa,0,0
2024-01-14,1.63,1005.28,25.78,74.88,Quente (22-28°C),,7.35,1.48,35.19,0.37,22.0,Boa,0,0
2024-01-15,0.01,1004.77,25.99,78.77,Quente (22-28°C),,4.45,1.5,41.28,0.36,27.0,Boa,0,0
2024-01-16,2.48,1004.02,26.57,78.04,Quente (22-28°C),,5.01,1.55,42.21,0.46,30.0,Boa,5,1
2024-01-17,0.39,1006.89,23.54,87.21,Quente (22-28°C),,4.88,1.77,35.48,0.45,17.0,Boa,0,0
2024-01-18,0.0,1004.52,25.89,81.08,Quente (22-28°C),,4.63,2.97,43.54,0.27,21.0,Boa,0,0
2024-01-19,0.78,1002.06,26.41,83.75,Quente (22-28°C),,4.76,3.4,37.15,0.44,23.0,Boa,0,0
2024-01-20,0.86,1003.98,24.0,88.96,Quente (22-28°C),,4.37,3.39,35.63,0.3,17.0,Boa,2,1
